-5.964397185286458569e-01,-1.000769855053620233e-01,4.252059686747740597e-01,1.611533789721653898e-01,-3.641759441147437298e-02,-4.179715397531152954e-01,-3.916096189301221386e-01,5.893190794221106477e-02,-4.640793482031693035e-02,8.928944355550100243e-02,-3.400859694430174995e-02,2.886751345948569414e-01
-2.372514206110462043e-01,7.117696553344063370e-02,-4.603594828838375452e-03,-4.972384818182220001e-01,-5.651484484068530767e-02,1.044203295583833735e-01,2.039313478031852811e-01,4.935959316835368815e-01,5.007336800066546356e-01,-1.537239062767462028e-01,1.853570603407121431e-01,2.886751345947602965e-01
2.088492002677186099e-01,-3.311442070003332155e-02,1.649853189956290156e-01,2.147756829682946900e-01,-2.172633182143896557e-01,-1.028734803433977163e-01,1.655732243913016766e-01,-1.100274715962638872e-01,-1.881928267859383497e-01,-3.343066706782412134e-01,7.443917209527384227e-01,2.886751345948017633e-01
-3.622124227502592775e-01,1.501484369856193046e-01,-1.897691038625369253e-01,4.478617063509163221e-02,6.722281780084957137e-02,-1.703739976150167590e-02,4.567494850856845812e-01,-6.666565090700137253e-01,2.210972597741429346e-01,1.272706559140008298e-01,-4.431894527562584007e-02,2.886751345947263792e-01
-1.011838843491434242e-01,-2.695427196440703388e-01,1.826178503789566698e-01,2.805342933734161770e-01,-1.677563008146615575e-01,8.165252087526368996e-01,-6.574899140912685014e-02,2.649854298609894548e-02,-1.613558985449763811e-02,1.200347612712869966e-01,-8.471744005422471302e-02,2.886751345948183056e-01
3.855036489794863019e-01,6.273777601986497976e-02,1.712356820602076168e-02,2.925322073915168075e-01,-5.305287629469754851e-01,-3.007875802413740862e-01,1.967385124073185165e-01,1.787611018500843696e-01,2.436712094508175497e-01,2.116295047537438967e-01,-3.626169461881873501e-01,2.886751345948014857e-01
1.317170298047216359e-01,-8.197797659191085051e-01,-3.478532878986534960e-01,-1.035970100700826513e-01,2.306008702907901831e-01,-2.019851464260676299e-01,3.712728851279510633e-03,-3.235208853811052943e-03,-4.993998476194333458e-03,2.383937451728161336e-02,-3.085301010758045165e-02,2.886751345948151415e-01
1.324600558735642419e-01,1.945933757085960836e-01,1.391014779212441377e-01,-1.645395439474678367e-01,3.274508925356444111e-01,-5.490095218544696620e-03,2.370288352691711509e-01,2.168996651563929456e-01,-4.178340947979987119e-01,6.419314828513862370e-01,1.329970473328395686e-01,2.886751345948932457e-01
4.119255001925455906e-01,1.658132000618743329e-01,3.282598005883774483e-01,9.752048546262481743e-02,5.668631601018017108e-01,2.270129741005127988e-02,-2.395615697983084769e-01,-1.527208820796478461e-01,3.949326612342762832e-01,-1.816229770010872602e-01,-1.034600041534381176e-01,2.886751345947619063e-01
-1.304393267158226177e-01,3.420894708737625134e-01,-6.586571115711977731e-01,3.979548926674475462e-01,1.638785107112087358e-01,2.943648709873152719e-02,-2.516795085071277804e-01,2.741182818943034283e-01,-9.469650515883243358e-02,-1.155719546108935902e-01,4.358176350279835409e-02,2.886751345948479486e-01
-2.240137956589304674e-02,8.314889599052846525e-02,1.110386132263072034e-01,-2.091537182567796138e-01,6.750061161408122019e-03,9.536907995119617634e-03,2.293479630550278592e-01,2.657204856100398027e-02,-5.061953368486125093e-01,-5.537462676876633294e-01,-4.866873006156959836e-01,2.886751345948296854e-01
1.794727174027740124e-01,1.528057705948879796e-01,-1.674494998300908033e-01,-5.147283573780161436e-01,-3.542854913735071776e-01,6.352501092912248015e-02,-5.444824082180753644e-01,-3.427374084741020011e-01,-8.597852372309792990e-02,1.249765533912449711e-01,4.033465120997173359e-02,2.886751345948395664e-01
